Date,GOOG
2021-01-04,85.70833587646484
2021-01-05,86.33717346191406
2021-01-06,86.0579833984375
2021-01-07,88.63481903076172
2021-01-08,89.62468719482422
2021-01-11,87.6166763305664
2021-01-12,86.61638641357422
2021-01-13,87.00568389892578
2021-01-14,86.30047607421875
2021-01-15,86.10260772705078
2021-01-19,88.81385040283203
2021-01-20,93.57674407958984
2021-01-21,93.79248046875
2021-01-22,94.27848052978516
2021-01-25,94.1966552734375
2021-01-26,95.08138275146484
2021-01-27,90.79408264160156
2021-01-28,92.39693450927734
2021-01-29,91.03958129882812
2021-02-01,94.29335021972656
2021-02-02,95.59070587158203
2021-02-03,102.6606674194336
2021-02-04,102.27879333496094
2021-02-05,104.0457992553711
2021-02-08,103.7933578491211
2021-02-09,103.32717895507812
2021-02-10,103.91585540771484
2021-02-11,103.94114685058594
2021-02-12,104.34880065917969
2021-02-16,105.23107147216797
2021-02-17,105.5489501953125
2021-02-18,104.99796295166016
2021-02-19,104.20149993896484
2021-02-22,102.40328216552734
2021-02-23,102.69984436035156
2021-02-24,103.90544891357422
2021-02-25,100.74092102050781
2021-02-26,101.0136947631836
2021-03-01,103.2280044555664
2021-03-02,102.94680786132812
2021-03-03,100.51033020019531
2021-03-04,101.62020874023438
2021-03-05,104.5685043334961
2021-03-08,100.38434600830078
2021-03-09,101.79922485351562
2021-03-10,101.91478729248047
2021-03-11,104.87745666503906
2021-03-12,102.25647735595703
2021-03-15,102.48312377929688
2021-03-16,103.7740249633789
2021-03-17,103.7026138305664
2021-03-18,100.98194122314453
2021-03-19,101.32810974121094
2021-03-22,101.09947204589844
2021-03-23,101.81212615966797
2021-03-24,101.42034912109375
2021-03-25,101.38563537597656
2021-03-26,100.9487075805664
2021-03-29,101.96041107177734
2021-03-30,101.94007873535156
2021-03-31,102.5892562866211
2021-04-01,106.01710510253906
2021-04-05,110.371337890625
2021-04-06,110.3316879272461
2021-04-07,111.56803894042969
2021-04-08,112.34962463378906
2021-04-09,113.3633041381836
2021-04-12,111.82145690917969
2021-04-13,112.44036865234375
2021-04-14,111.82392120361328
2021-04-15,113.89790344238281
2021-04-16,113.95245361328125
2021-04-19,114.18257141113281
2021-04-20,113.74764251708984
2021-04-21,113.73077392578125
2021-04-22,112.47260284423828
2021-04-23,114.82231140136719
2021-04-26,115.3896484375
2021-04-27,114.4166488647461
2021-04-28,118.02650451660156
2021-04-29,120.50516510009766
2021-04-30,119.52471160888672
2021-05-03,118.78329467773438
2021-05-04,116.75396728515625
2021-05-05,116.87744140625
2021-05-06,118.0979232788086
2021-05-07,118.9578628540039
2021-05-10,116.12958526611328
2021-05-11,114.49799346923828
2021-05-12,111.04235076904297
2021-05-13,112.17752838134766
2021-05-14,114.86495971679688
2021-05-17,115.12532806396484
2021-05-18,114.23365020751953
2021-05-19,114.49549865722656
2021-05-20,116.84520721435547
2021-05-21,116.3001708984375
2021-05-24,119.35360717773438
2021-05-25,119.4726333618164
2021-05-26,120.6856689453125
2021-05-27,119.14730834960938
2021-05-28,119.59613800048828
2021-06-01,120.5011978149414
2021-06-02,120.07816314697266
2021-06-03,119.25145721435547
2021-06-04,121.58975982666016
2021-06-07,122.30042266845703
2021-06-08,123.13159942626953
2021-06-09,123.55562591552734
2021-06-10,125.05331420898438
2021-06-11,124.67293548583984
2021-06-14,125.32310485839844
2021-06-15,125.00669860839844
2021-06-16,124.67293548583984
2021-06-17,125.3419418334961
2021-06-18,124.54499053955078
2021-06-21,125.4252700805664
2021-06-22,125.96532440185547
2021-06-23,125.43171691894531
2021-06-24,126.24552154541016
2021-06-25,125.96087646484375
2021-06-28,125.78681182861328
2021-06-29,124.99232482910156
2021-06-30,124.29554748535156
2021-07-01,125.3394775390625
2021-07-02,127.67081451416016
2021-07-06,128.71426391601562
2021-07-07,129.0182647705078
2021-07-08,128.12509155273438
2021-07-09,128.51934814453125
2021-07-12,129.5008087158203
2021-07-13,129.9278106689453
2021-07-14,131.00694274902344
2021-07-15,130.1975860595703
2021-07-16,130.77186584472656
2021-07-19,128.2014617919922
2021-07-20,130.033935546875
2021-07-21,131.5207061767578
2021-07-22,132.24281311035156
2021-07-23,136.69374084472656
2021-07-26,138.50735473632812
2021-07-27,135.68255615234375
2021-07-28,135.2709503173828
2021-07-29,135.42864990234375
2021-07-30,134.119873046875
2021-08-02,134.8821258544922
2021-08-03,135.17025756835938
2021-08-04,134.9208221435547
2021-08-05,135.8248748779297
2021-08-06,135.92010498046875
2021-08-09,136.87823486328125
2021-08-10,136.9719696044922
2021-08-11,136.56829833984375
2021-08-12,137.26260375976562
2021-08-13,137.27894592285156
2021-08-16,137.78480529785156
2021-08-17,136.1824493408203
2021-08-18,135.45790100097656
2021-08-19,135.79859924316406
2021-08-20,137.30970764160156
2021-08-23,139.95050048828125
2021-08-24,141.23892211914062
2021-08-25,141.7859344482422
2021-08-26,140.96568298339844
2021-08-27,143.3734130859375
2021-08-30,144.28492736816406
2021-08-31,144.27749633789062
2021-09-01,144.65440368652344
2021-09-02,143.0446319580078
2021-09-03,143.59608459472656
2021-09-07,144.33404541015625
2021-09-08,143.70372009277344
2021-09-09,143.73342895507812
2021-09-10,140.7653045654297
2021-09-13,142.2967529296875
2021-09-14,142.23822021484375
2021-09-15,144.02357482910156
2021-09-16,143.19786071777344
2021-09-17,140.31153869628906
2021-09-20,137.8849639892578
